Measure;Time;val
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-27;
Ongoing intensive care treatment periods;2021-03-27;34
Ongoing treatment periods at specialised medical care wards;2021-03-28;111
Ongoing treatment periods primary health care wards;2021-03-28;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-28;
Ongoing intensive care treatment periods;2021-03-28;34
Ongoing treatment periods at specialised medical care wards;2021-03-29;121
Ongoing treatment periods primary health care wards;2021-03-29;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-29;
Ongoing intensive care treatment periods;2021-03-29;31
Ongoing treatment periods at specialised medical care wards;2021-03-30;116
Ongoing treatment periods primary health care wards;2021-03-30;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-30;
Ongoing intensive care treatment periods;2021-03-30;28
Ongoing treatment periods at specialised medical care wards;2021-03-31;125
Ongoing treatment periods primary health care wards;2021-03-31;31
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-31;
Ongoing intensive care treatment periods;2021-03-31;30
Ongoing treatment periods at specialised medical care wards;2021-04-01;106
Ongoing treatment periods primary health care wards;2021-04-01;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-01;
Ongoing intensive care treatment periods;2021-04-01;31
Ongoing treatment periods at specialised medical care wards;2021-04-02;103
Ongoing treatment periods primary health care wards;2021-04-02;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-02;
Ongoing intensive care treatment periods;2021-04-02;31
Ongoing treatment periods at specialised medical care wards;2021-04-03;103
Ongoing treatment periods primary health care wards;2021-04-03;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-03;
Ongoing intensive care treatment periods;2021-04-03;31
Ongoing treatment periods at specialised medical care wards;2021-04-04;103
Ongoing treatment periods primary health care wards;2021-04-04;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-04;
Ongoing intensive care treatment periods;2021-04-04;31
Ongoing treatment periods at specialised medical care wards;2021-04-05;104
Ongoing treatment periods primary health care wards;2021-04-05;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-05;
Ongoing intensive care treatment periods;2021-04-05;29
Ongoing treatment periods at specialised medical care wards;2021-04-06;102
Ongoing treatment periods primary health care wards;2021-04-06;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-06;
Ongoing intensive care treatment periods;2021-04-06;26
Ongoing treatment periods at specialised medical care wards;2021-04-07;105
Ongoing treatment periods primary health care wards;2021-04-07;31
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-07;
Ongoing intensive care treatment periods;2021-04-07;27
Ongoing treatment periods at specialised medical care wards;2021-04-08;97
Ongoing treatment periods primary health care wards;2021-04-08;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-08;
Ongoing intensive care treatment periods;2021-04-08;26
Ongoing treatment periods at specialised medical care wards;2021-04-09;100
Ongoing treatment periods primary health care wards;2021-04-09;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-09;
Ongoing intensive care treatment periods;2021-04-09;26
Ongoing treatment periods at specialised medical care wards;2021-04-10;100
Ongoing treatment periods primary health care wards;2021-04-10;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-10;
Ongoing intensive care treatment periods;2021-04-10;26
Ongoing treatment periods at specialised medical care wards;2021-04-11;100
Ongoing treatment periods primary health care wards;2021-04-11;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-11;
Ongoing intensive care treatment periods;2021-04-11;26
Ongoing treatment periods at specialised medical care wards;2021-04-12;69
Ongoing treatment periods primary health care wards;2021-04-12;29
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-12;
Ongoing intensive care treatment periods;2021-04-12;26
Ongoing treatment periods at specialised medical care wards;2021-04-13;72
Ongoing treatment periods primary health care wards;2021-04-13;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-13;
Ongoing intensive care treatment periods;2021-04-13;23
Ongoing treatment periods at specialised medical care wards;2021-04-14;69
Ongoing treatment periods primary health care wards;2021-04-14;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-14;
Ongoing intensive care treatment periods;2021-04-14;19
Ongoing treatment periods at specialised medical care wards;2021-04-15;52
Ongoing treatment periods primary health care wards;2021-04-15;34
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-15;
Ongoing intensive care treatment periods;2021-04-15;22
Ongoing treatment periods at specialised medical care wards;2021-04-16;51
Ongoing treatment periods primary health care wards;2021-04-16;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-16;
Ongoing intensive care treatment periods;2021-04-16;21
Ongoing treatment periods at specialised medical care wards;2021-04-17;51
Ongoing treatment periods primary health care wards;2021-04-17;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-17;
Ongoing intensive care treatment periods;2021-04-17;21
Ongoing treatment periods at specialised medical care wards;2021-04-18;50
Ongoing treatment periods primary health care wards;2021-04-18;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-18;
Ongoing intensive care treatment periods;2021-04-18;21
Ongoing treatment periods at specialised medical care wards;2021-04-19;57
Ongoing treatment periods primary health care wards;2021-04-19;31
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-19;
Ongoing intensive care treatment periods;2021-04-19;21
Ongoing treatment periods at specialised medical care wards;2021-04-20;49
Ongoing treatment periods primary health care wards;2021-04-20;32
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-20;
Ongoing intensive care treatment periods;2021-04-20;21
Ongoing treatment periods at specialised medical care wards;2021-04-21;38
Ongoing treatment periods primary health care wards;2021-04-21;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-21;
Ongoing intensive care treatment periods;2021-04-21;22
Ongoing treatment periods at specialised medical care wards;2021-04-22;39
Ongoing treatment periods primary health care wards;2021-04-22;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-22;
Ongoing intensive care treatment periods;2021-04-22;25
Ongoing treatment periods at specialised medical care wards;2021-04-23;41
Ongoing treatment periods primary health care wards;2021-04-23;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-23;
Ongoing intensive care treatment periods;2021-04-23;21
Ongoing treatment periods at specialised medical care wards;2021-04-24;41
Ongoing treatment periods primary health care wards;2021-04-24;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-24;
Ongoing intensive care treatment periods;2021-04-24;21
Ongoing treatment periods at specialised medical care wards;2021-04-25;41
Ongoing treatment periods primary health care wards;2021-04-25;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-25;
Ongoing intensive care treatment periods;2021-04-25;21
Ongoing treatment periods at specialised medical care wards;2021-04-26;47
Ongoing treatment periods primary health care wards;2021-04-26;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-26;
Ongoing intensive care treatment periods;2021-04-26;20
Ongoing treatment periods at specialised medical care wards;2021-04-27;38
Ongoing treatment periods primary health care wards;2021-04-27;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-27;
Ongoing intensive care treatment periods;2021-04-27;20
Ongoing treatment periods at specialised medical care wards;2021-04-28;38
Ongoing treatment periods primary health care wards;2021-04-28;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-28;
Ongoing intensive care treatment periods;2021-04-28;19
Ongoing treatment periods at specialised medical care wards;2021-04-29;34
Ongoing treatment periods primary health care wards;2021-04-29;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-29;
Ongoing intensive care treatment periods;2021-04-29;19
Ongoing treatment periods at specialised medical care wards;2021-04-30;34
Ongoing treatment periods primary health care wards;2021-04-30;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-30;
Ongoing intensive care treatment periods;2021-04-30;18
Ongoing treatment periods at specialised medical care wards;2021-05-01;34
Ongoing treatment periods primary health care wards;2021-05-01;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-01;
Ongoing intensive care treatment periods;2021-05-01;18
Ongoing treatment periods at specialised medical care wards;2021-05-02;34
Ongoing treatment periods primary health care wards;2021-05-02;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-02;
Ongoing intensive care treatment periods;2021-05-02;18
Ongoing treatment periods at specialised medical care wards;2021-05-03;34
Ongoing treatment periods primary health care wards;2021-05-03;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-03;
Ongoing intensive care treatment periods;2021-05-03;17
Ongoing treatment periods at specialised medical care wards;2021-05-04;41
Ongoing treatment periods primary health care wards;2021-05-04;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-04;
Ongoing intensive care treatment periods;2021-05-04;18
Ongoing treatment periods at specialised medical care wards;2021-05-05;42
Ongoing treatment periods primary health care wards;2021-05-05;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-05;
Ongoing intensive care treatment periods;2021-05-05;17
Ongoing treatment periods at specialised medical care wards;2021-05-06;40
Ongoing treatment periods primary health care wards;2021-05-06;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-06;
Ongoing intensive care treatment periods;2021-05-06;20
Ongoing treatment periods at specialised medical care wards;2021-05-07;38
Ongoing treatment periods primary health care wards;2021-05-07;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-07;
Ongoing intensive care treatment periods;2021-05-07;21
Ongoing treatment periods at specialised medical care wards;2021-05-08;38
Ongoing treatment periods primary health care wards;2021-05-08;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-08;
Ongoing intensive care treatment periods;2021-05-08;21
Ongoing treatment periods at specialised medical care wards;2021-05-09;38
Ongoing treatment periods primary health care wards;2021-05-09;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-09;
Ongoing intensive care treatment periods;2021-05-09;21
Ongoing treatment periods at specialised medical care wards;2021-05-10;39
Ongoing treatment periods primary health care wards;2021-05-10;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-10;
Ongoing intensive care treatment periods;2021-05-10;17
Ongoing treatment periods at specialised medical care wards;2021-05-11;41
Ongoing treatment periods primary health care wards;2021-05-11;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-11;
Ongoing intensive care treatment periods;2021-05-11;17
Ongoing treatment periods at specialised medical care wards;2021-05-12;41
Ongoing treatment periods primary health care wards;2021-05-12;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-12;
Ongoing intensive care treatment periods;2021-05-12;17
Ongoing treatment periods at specialised medical care wards;2021-05-13;41
Ongoing treatment periods primary health care wards;2021-05-13;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-13;
Ongoing intensive care treatment periods;2021-05-13;17
Ongoing treatment periods at specialised medical care wards;2021-05-14;36
Ongoing treatment periods primary health care wards;2021-05-14;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-14;
Ongoing intensive care treatment periods;2021-05-14;20
Ongoing treatment periods at specialised medical care wards;2021-05-15;36
Ongoing treatment periods primary health care wards;2021-05-15;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-15;
Ongoing intensive care treatment periods;2021-05-15;20
Ongoing treatment periods at specialised medical care wards;2021-05-16;36
Ongoing treatment periods primary health care wards;2021-05-16;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-16;
Ongoing intensive care treatment periods;2021-05-16;20
Ongoing treatment periods at specialised medical care wards;2021-05-17;36
Ongoing treatment periods primary health care wards;2021-05-17;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-17;
Ongoing intensive care treatment periods;2021-05-17;19
Ongoing treatment periods at specialised medical care wards;2021-05-18;31
Ongoing treatment periods primary health care wards;2021-05-18;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-18;
Ongoing intensive care treatment periods;2021-05-18;17
Ongoing treatment periods at specialised medical care wards;2021-05-19;38
Ongoing treatment periods primary health care wards;2021-05-19;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-19;
Ongoing intensive care treatment periods;2021-05-19;16
Ongoing treatment periods at specialised medical care wards;2021-05-20;36
Ongoing treatment periods primary health care wards;2021-05-20;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-20;
Ongoing intensive care treatment periods;2021-05-20;17
Ongoing treatment periods at specialised medical care wards;2021-05-21;33
Ongoing treatment periods primary health care wards;2021-05-21;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-21;
Ongoing intensive care treatment periods;2021-05-21;18
Ongoing treatment periods at specialised medical care wards;2021-05-22;33
Ongoing treatment periods primary health care wards;2021-05-22;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-22;
Ongoing intensive care treatment periods;2021-05-22;18
Ongoing treatment periods at specialised medical care wards;2021-05-23;33
Ongoing treatment periods primary health care wards;2021-05-23;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-23;
Ongoing intensive care treatment periods;2021-05-23;18
Ongoing treatment periods at specialised medical care wards;2021-05-24;26
Ongoing treatment periods primary health care wards;2021-05-24;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-24;
Ongoing intensive care treatment periods;2021-05-24;12
Ongoing treatment periods at specialised medical care wards;2021-05-25;25
Ongoing treatment periods primary health care wards;2021-05-25;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-25;
Ongoing intensive care treatment periods;2021-05-25;12
Ongoing treatment periods at specialised medical care wards;2021-05-26;22
Ongoing treatment periods primary health care wards;2021-05-26;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-26;
Ongoing intensive care treatment periods;2021-05-26;11
Ongoing treatment periods at specialised medical care wards;2021-05-27;22
Ongoing treatment periods primary health care wards;2021-05-27;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-27;
Ongoing intensive care treatment periods;2021-05-27;12
Ongoing treatment periods at specialised medical care wards;2021-05-28;27
Ongoing treatment periods primary health care wards;2021-05-28;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-28;
Ongoing intensive care treatment periods;2021-05-28;12
Ongoing treatment periods at specialised medical care wards;2021-05-29;27
Ongoing treatment periods primary health care wards;2021-05-29;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-29;
Ongoing intensive care treatment periods;2021-05-29;12
Ongoing treatment periods at specialised medical care wards;2021-05-30;27
Ongoing treatment periods primary health care wards;2021-05-30;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-30;
Ongoing intensive care treatment periods;2021-05-30;12
Ongoing treatment periods at specialised medical care wards;2021-05-31;20
Ongoing treatment periods primary health care wards;2021-05-31;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-31;
Ongoing intensive care treatment periods;2021-05-31;9
Ongoing treatment periods at specialised medical care wards;2021-06-01;21
Ongoing treatment periods primary health care wards;2021-06-01;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-01;
Ongoing intensive care treatment periods;2021-06-01;9
Ongoing treatment periods at specialised medical care wards;2021-06-02;19
Ongoing treatment periods primary health care wards;2021-06-02;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-02;
Ongoing intensive care treatment periods;2021-06-02;8
Ongoing treatment periods at specialised medical care wards;2021-06-03;19
Ongoing treatment periods primary health care wards;2021-06-03;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-03;
Ongoing intensive care treatment periods;2021-06-03;8
Ongoing treatment periods at specialised medical care wards;2021-06-04;16
Ongoing treatment periods primary health care wards;2021-06-04;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-04;
Ongoing intensive care treatment periods;2021-06-04;6
Ongoing treatment periods at specialised medical care wards;2021-06-05;16
Ongoing treatment periods primary health care wards;2021-06-05;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-05;
Ongoing intensive care treatment periods;2021-06-05;6
Ongoing treatment periods at specialised medical care wards;2021-06-06;16
Ongoing treatment periods primary health care wards;2021-06-06;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-06;
Ongoing intensive care treatment periods;2021-06-06;6
Ongoing treatment periods at specialised medical care wards;2021-06-07;16
Ongoing treatment periods primary health care wards;2021-06-07;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-07;
Ongoing intensive care treatment periods;2021-06-07;9
Ongoing treatment periods at specialised medical care wards;2021-06-08;15
Ongoing treatment periods primary health care wards;2021-06-08;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-08;
Ongoing intensive care treatment periods;2021-06-08;9
Ongoing treatment periods at specialised medical care wards;2021-06-09;20
Ongoing treatment periods primary health care wards;2021-06-09;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-09;
Ongoing intensive care treatment periods;2021-06-09;4
Ongoing treatment periods at specialised medical care wards;2021-06-10;20
Ongoing treatment periods primary health care wards;2021-06-10;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-10;
Ongoing intensive care treatment periods;2021-06-10;4
Ongoing treatment periods at specialised medical care wards;2021-06-11;21
Ongoing treatment periods primary health care wards;2021-06-11;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-11;
Ongoing intensive care treatment periods;2021-06-11;5
Ongoing treatment periods at specialised medical care wards;2021-06-12;21
Ongoing treatment periods primary health care wards;2021-06-12;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-12;
Ongoing intensive care treatment periods;2021-06-12;5
Ongoing treatment periods at specialised medical care wards;2021-06-13;21
Ongoing treatment periods primary health care wards;2021-06-13;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-13;
Ongoing intensive care treatment periods;2021-06-13;5
Ongoing treatment periods at specialised medical care wards;2021-06-14;17
Ongoing treatment periods primary health care wards;2021-06-14;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-14;
Ongoing intensive care treatment periods;2021-06-14;5
Ongoing treatment periods at specialised medical care wards;2021-06-15;16
Ongoing treatment periods primary health care wards;2021-06-15;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-15;
Ongoing intensive care treatment periods;2021-06-15;5
Ongoing treatment periods at specialised medical care wards;2021-06-16;13
Ongoing treatment periods primary health care wards;2021-06-16;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-16;
Ongoing intensive care treatment periods;2021-06-16;7
Ongoing treatment periods at specialised medical care wards;2021-06-17;13
Ongoing treatment periods primary health care wards;2021-06-17;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-17;
Ongoing intensive care treatment periods;2021-06-17;7
Ongoing treatment periods at specialised medical care wards;2021-06-18;10
Ongoing treatment periods primary health care wards;2021-06-18;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-18;
Ongoing intensive care treatment periods;2021-06-18;6
Ongoing treatment periods at specialised medical care wards;2021-06-19;10
Ongoing treatment periods primary health care wards;2021-06-19;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-19;
Ongoing intensive care treatment periods;2021-06-19;6
Ongoing treatment periods at specialised medical care wards;2021-06-20;10
Ongoing treatment periods primary health care wards;2021-06-20;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-20;
Ongoing intensive care treatment periods;2021-06-20;6
Ongoing treatment periods at specialised medical care wards;2021-06-21;9
Ongoing treatment periods primary health care wards;2021-06-21;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-21;
Ongoing intensive care treatment periods;2021-06-21;4
Ongoing treatment periods at specialised medical care wards;2021-06-22;9
Ongoing treatment periods primary health care wards;2021-06-22;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-22;
Ongoing intensive care treatment periods;2021-06-22;4
Ongoing treatment periods at specialised medical care wards;2021-06-23;16
Ongoing treatment periods primary health care wards;2021-06-23;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-23;
Ongoing intensive care treatment periods;2021-06-23;2
Ongoing treatment periods at specialised medical care wards;2021-06-24;16
Ongoing treatment periods primary health care wards;2021-06-24;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-24;
Ongoing intensive care treatment periods;2021-06-24;2
Ongoing treatment periods at specialised medical care wards;2021-06-25;16
Ongoing treatment periods primary health care wards;2021-06-25;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-25;
Ongoing intensive care treatment periods;2021-06-25;2
Ongoing treatment periods at specialised medical care wards;2021-06-26;16
Ongoing treatment periods primary health care wards;2021-06-26;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-26;
Ongoing intensive care treatment periods;2021-06-26;2
Ongoing treatment periods at specialised medical care wards;2021-06-27;16
Ongoing treatment periods primary health care wards;2021-06-27;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-27;
Ongoing intensive care treatment periods;2021-06-27;2
Ongoing treatment periods at specialised medical care wards;2021-06-28;16
Ongoing treatment periods primary health care wards;2021-06-28;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-28;
Ongoing intensive care treatment periods;2021-06-28;2
Ongoing treatment periods at specialised medical care wards;2021-06-29;16
Ongoing treatment periods primary health care wards;2021-06-29;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-29;
Ongoing intensive care treatment periods;2021-06-29;2
Ongoing treatment periods at specialised medical care wards;2021-06-30;19
Ongoing treatment periods primary health care wards;2021-06-30;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-30;
Ongoing intensive care treatment periods;2021-06-30;3
Ongoing treatment periods at specialised medical care wards;2021-07-01;19
Ongoing treatment periods primary health care wards;2021-07-01;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-01;
Ongoing intensive care treatment periods;2021-07-01;3
Ongoing treatment periods at specialised medical care wards;2021-07-02;14
Ongoing treatment periods primary health care wards;2021-07-02;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-02;
Ongoing intensive care treatment periods;2021-07-02;7
Ongoing treatment periods at specialised medical care wards;2021-07-03;14
Ongoing treatment periods primary health care wards;2021-07-03;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-03;
Ongoing intensive care treatment periods;2021-07-03;7
Ongoing treatment periods at specialised medical care wards;2021-07-04;14
Ongoing treatment periods primary health care wards;2021-07-04;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-04;
Ongoing intensive care treatment periods;2021-07-04;7
Ongoing treatment periods at specialised medical care wards;2021-07-05;13
Ongoing treatment periods primary health care wards;2021-07-05;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-05;
Ongoing intensive care treatment periods;2021-07-05;7
Ongoing treatment periods at specialised medical care wards;2021-07-06;13
Ongoing treatment periods primary health care wards;2021-07-06;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-06;
Ongoing intensive care treatment periods;2021-07-06;7
Ongoing treatment periods at specialised medical care wards;2021-07-07;16
Ongoing treatment periods primary health care wards;2021-07-07;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-07;
Ongoing intensive care treatment periods;2021-07-07;6
Ongoing treatment periods at specialised medical care wards;2021-07-08;16
Ongoing treatment periods primary health care wards;2021-07-08;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-08;
Ongoing intensive care treatment periods;2021-07-08;6
Ongoing treatment periods at specialised medical care wards;2021-07-09;15
Ongoing treatment periods primary health care wards;2021-07-09;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-09;
Ongoing intensive care treatment periods;2021-07-09;7
Ongoing treatment periods at specialised medical care wards;2021-07-10;15
Ongoing treatment periods primary health care wards;2021-07-10;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-10;
Ongoing intensive care treatment periods;2021-07-10;7
Ongoing treatment periods at specialised medical care wards;2021-07-11;15
Ongoing treatment periods primary health care wards;2021-07-11;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-11;
Ongoing intensive care treatment periods;2021-07-11;7
Ongoing treatment periods at specialised medical care wards;2021-07-12;18
Ongoing treatment periods primary health care wards;2021-07-12;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-12;
Ongoing intensive care treatment periods;2021-07-12;5
Ongoing treatment periods at specialised medical care wards;2021-07-13;17
Ongoing treatment periods primary health care wards;2021-07-13;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-13;
Ongoing intensive care treatment periods;2021-07-13;6
Ongoing treatment periods at specialised medical care wards;2021-07-14;15
Ongoing treatment periods primary health care wards;2021-07-14;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-14;
Ongoing intensive care treatment periods;2021-07-14;6
Ongoing treatment periods at specialised medical care wards;2021-07-15;14
Ongoing treatment periods primary health care wards;2021-07-15;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-15;
Ongoing intensive care treatment periods;2021-07-15;4
Ongoing treatment periods at specialised medical care wards;2021-07-16;16
Ongoing treatment periods primary health care wards;2021-07-16;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-16;
Ongoing intensive care treatment periods;2021-07-16;4
Ongoing treatment periods at specialised medical care wards;2021-07-17;16
Ongoing treatment periods primary health care wards;2021-07-17;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-17;
Ongoing intensive care treatment periods;2021-07-17;4
Ongoing treatment periods at specialised medical care wards;2021-07-18;16
Ongoing treatment periods primary health care wards;2021-07-18;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-18;
Ongoing intensive care treatment periods;2021-07-18;4
Ongoing treatment periods at specialised medical care wards;2021-07-19;20
Ongoing treatment periods primary health care wards;2021-07-19;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-19;
Ongoing intensive care treatment periods;2021-07-19;3
Ongoing treatment periods at specialised medical care wards;2021-07-20;20
Ongoing treatment periods primary health care wards;2021-07-20;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-20;
Ongoing intensive care treatment periods;2021-07-20;3
Ongoing treatment periods at specialised medical care wards;2021-07-21;21
Ongoing treatment periods primary health care wards;2021-07-21;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-21;
Ongoing intensive care treatment periods;2021-07-21;2
Ongoing treatment periods at specialised medical care wards;2021-07-22;20
Ongoing treatment periods primary health care wards;2021-07-22;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-22;
Ongoing intensive care treatment periods;2021-07-22;2
Ongoing treatment periods at specialised medical care wards;2021-07-23;20
Ongoing treatment periods primary health care wards;2021-07-23;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-23;
Ongoing intensive care treatment periods;2021-07-23;2
Ongoing treatment periods at specialised medical care wards;2021-07-24;20
Ongoing treatment periods primary health care wards;2021-07-24;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-24;
Ongoing intensive care treatment periods;2021-07-24;2
Ongoing treatment periods at specialised medical care wards;2021-07-25;20
Ongoing treatment periods primary health care wards;2021-07-25;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-25;
Ongoing intensive care treatment periods;2021-07-25;2
