Measure;Time;val
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-28;
Ongoing intensive care treatment periods;2021-03-28;59
Ongoing treatment periods at specialised medical care wards;2021-03-29;184
Ongoing treatment periods primary health care wards;2021-03-29;75
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-29;
Ongoing intensive care treatment periods;2021-03-29;54
Ongoing treatment periods at specialised medical care wards;2021-03-30;184
Ongoing treatment periods primary health care wards;2021-03-30;69
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-30;
Ongoing intensive care treatment periods;2021-03-30;50
Ongoing treatment periods at specialised medical care wards;2021-03-31;180
Ongoing treatment periods primary health care wards;2021-03-31;65
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-31;
Ongoing intensive care treatment periods;2021-03-31;50
Ongoing treatment periods at specialised medical care wards;2021-04-01;156
Ongoing treatment periods primary health care wards;2021-04-01;56
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-01;
Ongoing intensive care treatment periods;2021-04-01;52
Ongoing treatment periods at specialised medical care wards;2021-04-02;145
Ongoing treatment periods primary health care wards;2021-04-02;53
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-02;
Ongoing intensive care treatment periods;2021-04-02;51
Ongoing treatment periods at specialised medical care wards;2021-04-03;145
Ongoing treatment periods primary health care wards;2021-04-03;53
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-03;
Ongoing intensive care treatment periods;2021-04-03;52
Ongoing treatment periods at specialised medical care wards;2021-04-04;146
Ongoing treatment periods primary health care wards;2021-04-04;53
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-04;
Ongoing intensive care treatment periods;2021-04-04;51
Ongoing treatment periods at specialised medical care wards;2021-04-05;146
Ongoing treatment periods primary health care wards;2021-04-05;53
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-05;
Ongoing intensive care treatment periods;2021-04-05;46
Ongoing treatment periods at specialised medical care wards;2021-04-06;145
Ongoing treatment periods primary health care wards;2021-04-06;59
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-06;
Ongoing intensive care treatment periods;2021-04-06;45
Ongoing treatment periods at specialised medical care wards;2021-04-07;146
Ongoing treatment periods primary health care wards;2021-04-07;59
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-07;
Ongoing intensive care treatment periods;2021-04-07;45
Ongoing treatment periods at specialised medical care wards;2021-04-08;136
Ongoing treatment periods primary health care wards;2021-04-08;57
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-08;
Ongoing intensive care treatment periods;2021-04-08;42
Ongoing treatment periods at specialised medical care wards;2021-04-09;137
Ongoing treatment periods primary health care wards;2021-04-09;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-09;
Ongoing intensive care treatment periods;2021-04-09;42
Ongoing treatment periods at specialised medical care wards;2021-04-10;138
Ongoing treatment periods primary health care wards;2021-04-10;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-10;
Ongoing intensive care treatment periods;2021-04-10;42
Ongoing treatment periods at specialised medical care wards;2021-04-11;140
Ongoing treatment periods primary health care wards;2021-04-11;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-11;
Ongoing intensive care treatment periods;2021-04-11;42
Ongoing treatment periods at specialised medical care wards;2021-04-12;108
Ongoing treatment periods primary health care wards;2021-04-12;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-12;
Ongoing intensive care treatment periods;2021-04-12;42
Ongoing treatment periods at specialised medical care wards;2021-04-13;109
Ongoing treatment periods primary health care wards;2021-04-13;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-13;
Ongoing intensive care treatment periods;2021-04-13;38
Ongoing treatment periods at specialised medical care wards;2021-04-14;104
Ongoing treatment periods primary health care wards;2021-04-14;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-14;
Ongoing intensive care treatment periods;2021-04-14;34
Ongoing treatment periods at specialised medical care wards;2021-04-15;82
Ongoing treatment periods primary health care wards;2021-04-15;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-15;
Ongoing intensive care treatment periods;2021-04-15;37
Ongoing treatment periods at specialised medical care wards;2021-04-16;85
Ongoing treatment periods primary health care wards;2021-04-16;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-16;
Ongoing intensive care treatment periods;2021-04-16;34
Ongoing treatment periods at specialised medical care wards;2021-04-17;86
Ongoing treatment periods primary health care wards;2021-04-17;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-17;
Ongoing intensive care treatment periods;2021-04-17;34
Ongoing treatment periods at specialised medical care wards;2021-04-18;86
Ongoing treatment periods primary health care wards;2021-04-18;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-18;
Ongoing intensive care treatment periods;2021-04-18;35
Ongoing treatment periods at specialised medical care wards;2021-04-19;90
Ongoing treatment periods primary health care wards;2021-04-19;41
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-19;
Ongoing intensive care treatment periods;2021-04-19;36
Ongoing treatment periods at specialised medical care wards;2021-04-20;83
Ongoing treatment periods primary health care wards;2021-04-20;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-20;
Ongoing intensive care treatment periods;2021-04-20;36
Ongoing treatment periods at specialised medical care wards;2021-04-21;69
Ongoing treatment periods primary health care wards;2021-04-21;38
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-21;
Ongoing intensive care treatment periods;2021-04-21;35
Ongoing treatment periods at specialised medical care wards;2021-04-22;65
Ongoing treatment periods primary health care wards;2021-04-22;27
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-22;
Ongoing intensive care treatment periods;2021-04-22;37
Ongoing treatment periods at specialised medical care wards;2021-04-23;71
Ongoing treatment periods primary health care wards;2021-04-23;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-23;
Ongoing intensive care treatment periods;2021-04-23;31
Ongoing treatment periods at specialised medical care wards;2021-04-24;72
Ongoing treatment periods primary health care wards;2021-04-24;29
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-24;
Ongoing intensive care treatment periods;2021-04-24;31
Ongoing treatment periods at specialised medical care wards;2021-04-25;71
Ongoing treatment periods primary health care wards;2021-04-25;29
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-25;
Ongoing intensive care treatment periods;2021-04-25;31
Ongoing treatment periods at specialised medical care wards;2021-04-26;76
Ongoing treatment periods primary health care wards;2021-04-26;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-26;
Ongoing intensive care treatment periods;2021-04-26;33
Ongoing treatment periods at specialised medical care wards;2021-04-27;70
Ongoing treatment periods primary health care wards;2021-04-27;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-27;
Ongoing intensive care treatment periods;2021-04-27;32
Ongoing treatment periods at specialised medical care wards;2021-04-28;64
Ongoing treatment periods primary health care wards;2021-04-28;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-28;
Ongoing intensive care treatment periods;2021-04-28;33
Ongoing treatment periods at specialised medical care wards;2021-04-29;59
Ongoing treatment periods primary health care wards;2021-04-29;34
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-29;
Ongoing intensive care treatment periods;2021-04-29;32
Ongoing treatment periods at specialised medical care wards;2021-04-30;59
Ongoing treatment periods primary health care wards;2021-04-30;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-04-30;
Ongoing intensive care treatment periods;2021-04-30;31
Ongoing treatment periods at specialised medical care wards;2021-05-01;59
Ongoing treatment periods primary health care wards;2021-05-01;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-01;
Ongoing intensive care treatment periods;2021-05-01;31
Ongoing treatment periods at specialised medical care wards;2021-05-02;57
Ongoing treatment periods primary health care wards;2021-05-02;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-02;
Ongoing intensive care treatment periods;2021-05-02;31
Ongoing treatment periods at specialised medical care wards;2021-05-03;59
Ongoing treatment periods primary health care wards;2021-05-03;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-03;
Ongoing intensive care treatment periods;2021-05-03;28
Ongoing treatment periods at specialised medical care wards;2021-05-04;69
Ongoing treatment periods primary health care wards;2021-05-04;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-04;
Ongoing intensive care treatment periods;2021-05-04;29
Ongoing treatment periods at specialised medical care wards;2021-05-05;73
Ongoing treatment periods primary health care wards;2021-05-05;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-05;
Ongoing intensive care treatment periods;2021-05-05;23
Ongoing treatment periods at specialised medical care wards;2021-05-06;68
Ongoing treatment periods primary health care wards;2021-05-06;32
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-06;
Ongoing intensive care treatment periods;2021-05-06;27
Ongoing treatment periods at specialised medical care wards;2021-05-07;72
Ongoing treatment periods primary health care wards;2021-05-07;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-07;
Ongoing intensive care treatment periods;2021-05-07;28
Ongoing treatment periods at specialised medical care wards;2021-05-08;73
Ongoing treatment periods primary health care wards;2021-05-08;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-08;
Ongoing intensive care treatment periods;2021-05-08;29
Ongoing treatment periods at specialised medical care wards;2021-05-09;71
Ongoing treatment periods primary health care wards;2021-05-09;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-09;
Ongoing intensive care treatment periods;2021-05-09;29
Ongoing treatment periods at specialised medical care wards;2021-05-10;67
Ongoing treatment periods primary health care wards;2021-05-10;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-10;
Ongoing intensive care treatment periods;2021-05-10;26
Ongoing treatment periods at specialised medical care wards;2021-05-11;64
Ongoing treatment periods primary health care wards;2021-05-11;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-11;
Ongoing intensive care treatment periods;2021-05-11;26
Ongoing treatment periods at specialised medical care wards;2021-05-12;66
Ongoing treatment periods primary health care wards;2021-05-12;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-12;
Ongoing intensive care treatment periods;2021-05-12;24
Ongoing treatment periods at specialised medical care wards;2021-05-13;67
Ongoing treatment periods primary health care wards;2021-05-13;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-13;
Ongoing intensive care treatment periods;2021-05-13;24
Ongoing treatment periods at specialised medical care wards;2021-05-14;64
Ongoing treatment periods primary health care wards;2021-05-14;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-14;
Ongoing intensive care treatment periods;2021-05-14;28
Ongoing treatment periods at specialised medical care wards;2021-05-15;63
Ongoing treatment periods primary health care wards;2021-05-15;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-15;
Ongoing intensive care treatment periods;2021-05-15;28
Ongoing treatment periods at specialised medical care wards;2021-05-16;64
Ongoing treatment periods primary health care wards;2021-05-16;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-16;
Ongoing intensive care treatment periods;2021-05-16;26
Ongoing treatment periods at specialised medical care wards;2021-05-17;79
Ongoing treatment periods primary health care wards;2021-05-17;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-17;
Ongoing intensive care treatment periods;2021-05-17;27
Ongoing treatment periods at specialised medical care wards;2021-05-18;78
Ongoing treatment periods primary health care wards;2021-05-18;34
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-18;
Ongoing intensive care treatment periods;2021-05-18;25
Ongoing treatment periods at specialised medical care wards;2021-05-19;82
Ongoing treatment periods primary health care wards;2021-05-19;40
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-19;
Ongoing intensive care treatment periods;2021-05-19;26
Ongoing treatment periods at specialised medical care wards;2021-05-20;72
Ongoing treatment periods primary health care wards;2021-05-20;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-20;
Ongoing intensive care treatment periods;2021-05-20;28
Ongoing treatment periods at specialised medical care wards;2021-05-21;76
Ongoing treatment periods primary health care wards;2021-05-21;32
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-21;
Ongoing intensive care treatment periods;2021-05-21;28
Ongoing treatment periods at specialised medical care wards;2021-05-22;76
Ongoing treatment periods primary health care wards;2021-05-22;32
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-22;
Ongoing intensive care treatment periods;2021-05-22;28
Ongoing treatment periods at specialised medical care wards;2021-05-23;76
Ongoing treatment periods primary health care wards;2021-05-23;32
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-23;
Ongoing intensive care treatment periods;2021-05-23;28
Ongoing treatment periods at specialised medical care wards;2021-05-24;65
Ongoing treatment periods primary health care wards;2021-05-24;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-24;
Ongoing intensive care treatment periods;2021-05-24;22
Ongoing treatment periods at specialised medical care wards;2021-05-25;63
Ongoing treatment periods primary health care wards;2021-05-25;32
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-25;
Ongoing intensive care treatment periods;2021-05-25;19
Ongoing treatment periods at specialised medical care wards;2021-05-26;58
Ongoing treatment periods primary health care wards;2021-05-26;25
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-26;
Ongoing intensive care treatment periods;2021-05-26;18
Ongoing treatment periods at specialised medical care wards;2021-05-27;56
Ongoing treatment periods primary health care wards;2021-05-27;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-27;
Ongoing intensive care treatment periods;2021-05-27;19
Ongoing treatment periods at specialised medical care wards;2021-05-28;64
Ongoing treatment periods primary health care wards;2021-05-28;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-28;
Ongoing intensive care treatment periods;2021-05-28;20
Ongoing treatment periods at specialised medical care wards;2021-05-29;64
Ongoing treatment periods primary health care wards;2021-05-29;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-29;
Ongoing intensive care treatment periods;2021-05-29;20
Ongoing treatment periods at specialised medical care wards;2021-05-30;64
Ongoing treatment periods primary health care wards;2021-05-30;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-30;
Ongoing intensive care treatment periods;2021-05-30;20
Ongoing treatment periods at specialised medical care wards;2021-05-31;56
Ongoing treatment periods primary health care wards;2021-05-31;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-05-31;
Ongoing intensive care treatment periods;2021-05-31;17
Ongoing treatment periods at specialised medical care wards;2021-06-01;54
Ongoing treatment periods primary health care wards;2021-06-01;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-01;
Ongoing intensive care treatment periods;2021-06-01;17
Ongoing treatment periods at specialised medical care wards;2021-06-02;43
Ongoing treatment periods primary health care wards;2021-06-02;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-02;
Ongoing intensive care treatment periods;2021-06-02;14
Ongoing treatment periods at specialised medical care wards;2021-06-03;44
Ongoing treatment periods primary health care wards;2021-06-03;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-03;
Ongoing intensive care treatment periods;2021-06-03;14
Ongoing treatment periods at specialised medical care wards;2021-06-04;40
Ongoing treatment periods primary health care wards;2021-06-04;17
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-04;
Ongoing intensive care treatment periods;2021-06-04;10
Ongoing treatment periods at specialised medical care wards;2021-06-05;40
Ongoing treatment periods primary health care wards;2021-06-05;17
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-05;
Ongoing intensive care treatment periods;2021-06-05;10
Ongoing treatment periods at specialised medical care wards;2021-06-06;39
Ongoing treatment periods primary health care wards;2021-06-06;17
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-06;
Ongoing intensive care treatment periods;2021-06-06;10
Ongoing treatment periods at specialised medical care wards;2021-06-07;40
Ongoing treatment periods primary health care wards;2021-06-07;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-07;
Ongoing intensive care treatment periods;2021-06-07;11
Ongoing treatment periods at specialised medical care wards;2021-06-08;39
Ongoing treatment periods primary health care wards;2021-06-08;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-08;
Ongoing intensive care treatment periods;2021-06-08;11
Ongoing treatment periods at specialised medical care wards;2021-06-09;39
Ongoing treatment periods primary health care wards;2021-06-09;12
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-09;
Ongoing intensive care treatment periods;2021-06-09;7
Ongoing treatment periods at specialised medical care wards;2021-06-10;39
Ongoing treatment periods primary health care wards;2021-06-10;12
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-10;
Ongoing intensive care treatment periods;2021-06-10;7
Ongoing treatment periods at specialised medical care wards;2021-06-11;36
Ongoing treatment periods primary health care wards;2021-06-11;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-11;
Ongoing intensive care treatment periods;2021-06-11;9
Ongoing treatment periods at specialised medical care wards;2021-06-12;36
Ongoing treatment periods primary health care wards;2021-06-12;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-12;
Ongoing intensive care treatment periods;2021-06-12;9
Ongoing treatment periods at specialised medical care wards;2021-06-13;36
Ongoing treatment periods primary health care wards;2021-06-13;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-13;
Ongoing intensive care treatment periods;2021-06-13;9
Ongoing treatment periods at specialised medical care wards;2021-06-14;29
Ongoing treatment periods primary health care wards;2021-06-14;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-14;
Ongoing intensive care treatment periods;2021-06-14;9
Ongoing treatment periods at specialised medical care wards;2021-06-15;28
Ongoing treatment periods primary health care wards;2021-06-15;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-15;
Ongoing intensive care treatment periods;2021-06-15;9
Ongoing treatment periods at specialised medical care wards;2021-06-16;23
Ongoing treatment periods primary health care wards;2021-06-16;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-16;
Ongoing intensive care treatment periods;2021-06-16;12
Ongoing treatment periods at specialised medical care wards;2021-06-17;23
Ongoing treatment periods primary health care wards;2021-06-17;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-17;
Ongoing intensive care treatment periods;2021-06-17;12
Ongoing treatment periods at specialised medical care wards;2021-06-18;19
Ongoing treatment periods primary health care wards;2021-06-18;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-18;
Ongoing intensive care treatment periods;2021-06-18;11
Ongoing treatment periods at specialised medical care wards;2021-06-19;19
Ongoing treatment periods primary health care wards;2021-06-19;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-19;
Ongoing intensive care treatment periods;2021-06-19;11
Ongoing treatment periods at specialised medical care wards;2021-06-20;19
Ongoing treatment periods primary health care wards;2021-06-20;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-20;
Ongoing intensive care treatment periods;2021-06-20;11
Ongoing treatment periods at specialised medical care wards;2021-06-21;18
Ongoing treatment periods primary health care wards;2021-06-21;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-21;
Ongoing intensive care treatment periods;2021-06-21;9
Ongoing treatment periods at specialised medical care wards;2021-06-22;18
Ongoing treatment periods primary health care wards;2021-06-22;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-22;
Ongoing intensive care treatment periods;2021-06-22;9
Ongoing treatment periods at specialised medical care wards;2021-06-23;24
Ongoing treatment periods primary health care wards;2021-06-23;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-23;
Ongoing intensive care treatment periods;2021-06-23;5
Ongoing treatment periods at specialised medical care wards;2021-06-24;24
Ongoing treatment periods primary health care wards;2021-06-24;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-24;
Ongoing intensive care treatment periods;2021-06-24;5
Ongoing treatment periods at specialised medical care wards;2021-06-25;25
Ongoing treatment periods primary health care wards;2021-06-25;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-25;
Ongoing intensive care treatment periods;2021-06-25;6
Ongoing treatment periods at specialised medical care wards;2021-06-26;25
Ongoing treatment periods primary health care wards;2021-06-26;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-26;
Ongoing intensive care treatment periods;2021-06-26;6
Ongoing treatment periods at specialised medical care wards;2021-06-27;24
Ongoing treatment periods primary health care wards;2021-06-27;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-27;
Ongoing intensive care treatment periods;2021-06-27;7
Ongoing treatment periods at specialised medical care wards;2021-06-28;23
Ongoing treatment periods primary health care wards;2021-06-28;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-28;
Ongoing intensive care treatment periods;2021-06-28;5
Ongoing treatment periods at specialised medical care wards;2021-06-29;23
Ongoing treatment periods primary health care wards;2021-06-29;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-29;
Ongoing intensive care treatment periods;2021-06-29;5
Ongoing treatment periods at specialised medical care wards;2021-06-30;28
Ongoing treatment periods primary health care wards;2021-06-30;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-06-30;
Ongoing intensive care treatment periods;2021-06-30;7
Ongoing treatment periods at specialised medical care wards;2021-07-01;28
Ongoing treatment periods primary health care wards;2021-07-01;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-01;
Ongoing intensive care treatment periods;2021-07-01;7
Ongoing treatment periods at specialised medical care wards;2021-07-02;25
Ongoing treatment periods primary health care wards;2021-07-02;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-02;
Ongoing intensive care treatment periods;2021-07-02;11
Ongoing treatment periods at specialised medical care wards;2021-07-03;25
Ongoing treatment periods primary health care wards;2021-07-03;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-03;
Ongoing intensive care treatment periods;2021-07-03;11
Ongoing treatment periods at specialised medical care wards;2021-07-04;25
Ongoing treatment periods primary health care wards;2021-07-04;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-04;
Ongoing intensive care treatment periods;2021-07-04;10
Ongoing treatment periods at specialised medical care wards;2021-07-05;28
Ongoing treatment periods primary health care wards;2021-07-05;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-05;
Ongoing intensive care treatment periods;2021-07-05;9
Ongoing treatment periods at specialised medical care wards;2021-07-06;28
Ongoing treatment periods primary health care wards;2021-07-06;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-06;
Ongoing intensive care treatment periods;2021-07-06;9
Ongoing treatment periods at specialised medical care wards;2021-07-07;32
Ongoing treatment periods primary health care wards;2021-07-07;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-07;
Ongoing intensive care treatment periods;2021-07-07;7
Ongoing treatment periods at specialised medical care wards;2021-07-08;32
Ongoing treatment periods primary health care wards;2021-07-08;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-08;
Ongoing intensive care treatment periods;2021-07-08;7
Ongoing treatment periods at specialised medical care wards;2021-07-09;29
Ongoing treatment periods primary health care wards;2021-07-09;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-09;
Ongoing intensive care treatment periods;2021-07-09;8
Ongoing treatment periods at specialised medical care wards;2021-07-10;29
Ongoing treatment periods primary health care wards;2021-07-10;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-10;
Ongoing intensive care treatment periods;2021-07-10;8
Ongoing treatment periods at specialised medical care wards;2021-07-11;29
Ongoing treatment periods primary health care wards;2021-07-11;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-11;
Ongoing intensive care treatment periods;2021-07-11;8
Ongoing treatment periods at specialised medical care wards;2021-07-12;29
Ongoing treatment periods primary health care wards;2021-07-12;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-12;
Ongoing intensive care treatment periods;2021-07-12;8
Ongoing treatment periods at specialised medical care wards;2021-07-13;28
Ongoing treatment periods primary health care wards;2021-07-13;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-13;
Ongoing intensive care treatment periods;2021-07-13;9
Ongoing treatment periods at specialised medical care wards;2021-07-14;27
Ongoing treatment periods primary health care wards;2021-07-14;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-14;
Ongoing intensive care treatment periods;2021-07-14;10
Ongoing treatment periods at specialised medical care wards;2021-07-15;26
Ongoing treatment periods primary health care wards;2021-07-15;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-15;
Ongoing intensive care treatment periods;2021-07-15;8
Ongoing treatment periods at specialised medical care wards;2021-07-16;30
Ongoing treatment periods primary health care wards;2021-07-16;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-16;
Ongoing intensive care treatment periods;2021-07-16;10
Ongoing treatment periods at specialised medical care wards;2021-07-17;30
Ongoing treatment periods primary health care wards;2021-07-17;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-17;
Ongoing intensive care treatment periods;2021-07-17;10
Ongoing treatment periods at specialised medical care wards;2021-07-18;30
Ongoing treatment periods primary health care wards;2021-07-18;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-18;
Ongoing intensive care treatment periods;2021-07-18;10
Ongoing treatment periods at specialised medical care wards;2021-07-19;37
Ongoing treatment periods primary health care wards;2021-07-19;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-19;
Ongoing intensive care treatment periods;2021-07-19;12
Ongoing treatment periods at specialised medical care wards;2021-07-20;38
Ongoing treatment periods primary health care wards;2021-07-20;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-20;
Ongoing intensive care treatment periods;2021-07-20;12
Ongoing treatment periods at specialised medical care wards;2021-07-21;40
Ongoing treatment periods primary health care wards;2021-07-21;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-21;
Ongoing intensive care treatment periods;2021-07-21;10
Ongoing treatment periods at specialised medical care wards;2021-07-22;39
Ongoing treatment periods primary health care wards;2021-07-22;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-22;
Ongoing intensive care treatment periods;2021-07-22;10
Ongoing treatment periods at specialised medical care wards;2021-07-23;40
Ongoing treatment periods primary health care wards;2021-07-23;5
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-23;
Ongoing intensive care treatment periods;2021-07-23;9
Ongoing treatment periods at specialised medical care wards;2021-07-24;40
Ongoing treatment periods primary health care wards;2021-07-24;5
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-24;
Ongoing intensive care treatment periods;2021-07-24;9
Ongoing treatment periods at specialised medical care wards;2021-07-25;40
Ongoing treatment periods primary health care wards;2021-07-25;5
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-25;
Ongoing intensive care treatment periods;2021-07-25;9
Ongoing treatment periods at specialised medical care wards;2021-07-26;42
Ongoing treatment periods primary health care wards;2021-07-26;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-26;
Ongoing intensive care treatment periods;2021-07-26;8
